"Farm","Sex","Length","Ecervi"
"TN","M",-10.8175544794189,16.2
"TN","M",-12.8175544794189,53.9946
"TN","M",-12.8175544794189,0
"TN","M",-13.8175544794189,109.1718
"TN","M",-13.8175544794189,9.72
"TN","M",-15.3175544794189,38.88
"TN","M",-15.8175544794189,16.2
"TN","M",-23.8175544794189,29.16
"TN","M",-26.8175544794189,0
"TN","M",-37.8175544794189,0
"TN","F",17.1824455205811,84.24
"TN","F",14.1824455205811,3.39
"TN","F",11.1824455205811,0
"TN","F",-3.81755447941887,1.91
"TN","F",-6.81755447941887,87.48
"TN","F",-7.31755447941887,0
"TN","F",-16.8175544794189,0
"TN","F",-16.9175544794189,84.24
"TN","F",-36.8175544794189,0
"VISO","F",12.6824455205811,250.9
"VISO","F",5.18244552058113,1.4
"VISO","F",5.18244552058113,0
"VISO","F",4.68244552058113,495
"VISO","F",4.28244552058112,18.6
"VISO","F",3.18244552058113,96.6
"VISO","F",2.88244552058111,24.1
"VISO","F",-0.817554479418874,58.3
"VISO","F",-1.81755447941887,38.6
"VISO","F",-3.81755447941887,0
"VISO","F",-4.81755447941887,4.9
"VISO","F",-12.8175544794189,7.99
"VISO","F",-47.5175544794189,21.7
"VY","M",3.18244552058113,36.46
"VY","M",-10.8175544794189,11.28
"VY","M",-15.8175544794189,9.57
"VY","F",4.18244552058113,364
"VY","F",-13.8175544794189,0
"VY","F",-18.8175544794189,20.12
"VY","F",-21.8175544794189,6.24
